Word	[(Document,Count)
oils	(7, 1) 
oversupply	(7, 1) 
headquarters	(7, 1)  (8, 1)  (9, 2) 
geographic	(7, 1)  (8, 5) 
coastlines	(7, 1) 
vibrant	(7, 1) 
excellent	(7, 1) 
Euros	(7, 1) 
Leon	(7, 1)  (8, 1) 
architectural	(7, 3) 
heritage	(7, 3)  (8, 2) 
Alvarado	(7, 1) 
Badajoz	(7, 1) 
turbines	(7, 1) 
976	(7, 1) 
GWh	(7, 1) 
electrical	(7, 1) 
instantaneous	(7, 1) 
biomass	(7, 1) 
operative	(7, 1) 
Fossil	(7, 1) 
fuels	(7, 1) 
hydro	(7, 1) 
centralised	(7, 1) 
connecting	(7, 1)  (8, 1) 
Ferrol	(7, 1) 
Oviedo	(7, 1) 
Sebasti	(7, 3)  (8, 1) 
save	(7, 1)  (8, 1) 
boost	(7, 1) 
efficiency	(7, 1)  (10, 1) 
Valladolid	(7, 2) 
operated	(7, 1) 
speeds	(7, 1) 
TGV	(7, 1) 
punctuality	(7, 1) 
Shinkansen	(7, 1) 
99	(7, 1) 
Should	(7, 1) 
ambitious	(7, 1) 
AVE	(7, 1) 
Barajas	(7, 1) 
Prat	(7, 1) 
Alicante	(7, 1) 
Consejo	(7, 1) 
Superior	(7, 2) 
Investigaciones	(7, 1) 
Cient	(7, 1) 
ficas	(7, 1) 
CSIC	(7, 1) 
32nd	(7, 1) 
SCImago	(7, 1) 
Institutions	(7, 1) 
NUTS2	(7, 1) 
Likewise	(7, 1) 
Padr	(7, 1) 
Municipal	(7, 1) 
Register	(7, 1) 
235	(7, 2) 
exception	(7, 1)  (8, 2) 
lie	(7, 1)  (8, 1) 
principally	(7, 2)  (10, 1) 
TFR	(7, 1) 
Native	(7, 1) 
plunged	(7, 1)  (8, 1) 
dropped	(7, 1) 
trended	(7, 1) 
upward	(7, 1) 
emigrated	(7, 1) 
Sub	(7, 3)  (8, 2) 
citizenship	(7, 1)  (8, 2) 
84	(7, 1)  (10, 1) 
Norwegian	(7, 1)  (8, 1) 
reside	(7, 1)  (8, 1) 
retired	(7, 1) 
remote	(7, 1)  (8, 2) 
Urbanisation	(7, 1) 
Source	(7, 1) 
reas	(7, 1) 
urbanas	(7, 1) 
Public	(7, 3)  (8, 1)  (9, 1) 
Peoples	(7, 1)  (8, 1) 
generically	(7, 1) 
recognises	(7, 1) 
entities	(7, 1)  (10, 1) 
context	(7, 1)  (8, 3) 
plurinational	(7, 1) 
accrues	(7, 1) 
overlap	(7, 1) 
ethnolinguistic	(7, 1) 
Distinct	(7, 2) 
Galicians	(7, 1) 
Andalusians	(7, 1) 
Valencians	(7, 1) 
univocal	(7, 1) 
Minority	(7, 1)  (8, 1) 
Smaller	(7, 1) 
sizeable	(7, 2) 
Romanians	(7, 1) 
Britons	(7, 1)  (8, 1) 
Germans	(7, 1)  (8, 3)  (10, 1) 
gitanos	(7, 1) 
mercheros	(7, 1) 
quinquis	(7, 1) 
nomadic	(7, 1)  (8, 1) 
Sephardi	(7, 2) 
Immigration	(7, 1) 
INE	(7, 1) 
permit	(7, 1) 
860	(7, 1) 
Romanian	(7, 2)  (8, 1) 
770	(7, 1) 
390	(7, 1) 
Ecuadorian	(7, 1) 
Colombian	(7, 1) 
Bulgarian	(7, 1)  (8, 1) 
migrants	(7, 2)  (8, 1) 
Senegaleses	(7, 1) 
Nigerians	(7, 1) 
flows	(7, 1) 
sudden	(7, 1) 
inflow	(7, 1) 
arriving	(7, 1)  (8, 1) 
illegally	(7, 1) 
noticeable	(7, 1)  (8, 1) 
margin	(7, 1) 
regularisation	(7, 1) 
porosity	(7, 1) 
underground	(7, 1) 
workforce	(7, 1) 
statistically	(7, 1) 
absorber	(7, 1) 
onset	(7, 1) 
favoured	(7, 1)  (8, 1) 
Voluntary	(7, 1) 
unemployed	(7, 1) 
incentives	(7, 1)  (10, 1) 
benefits	(7, 1)  (10, 3) 
whatever	(7, 1)  (10, 1) 
offer	(7, 1)  (8, 1) 
What	(7, 1) 
done	(7, 1) 
emigrants	(7, 1) 
multilingual	(7, 1) 
castellano	(7, 1) 
territoriality	(7, 1)  (10, 1) 
officiality	(7, 1) 
codified	(7, 2) 
creates	(7, 1) 
apply	(7, 2) 
vis	(7, 2) 
territorialized	(7, 1) 
Aranese	(7, 2) 
Astur	(7, 1) 
Ceutan	(7, 1) 
Darija	(7, 1) 
Galician	(7, 8) 
Tamazight	(7, 1) 
Cal	(7, 1) 
add	(7, 1)  (8, 1) 
varies	(7, 1) 
enjoying	(7, 1)  (8, 1) 
LOE	(7, 3) 
Ley	(7, 3) 
Org	(7, 2) 
Educaci	(7, 1) 
Fundamental	(7, 2) 
newer	(7, 1) 
LOMCE	(7, 2) 
para	(7, 1) 
Mejora	(7, 1) 
Calidad	(7, 1) 
Educativa	(7, 1) 
Improvement	(7, 1) 
Wert	(7, 2) 
LGE	(7, 1) 
LOECE	(7, 1) 
LODE	(7, 1) 
LOGSE	(7, 1) 
LOPEG	(7, 1) 
preschool	(7, 1) 
besides	(7, 1)  (8, 1) 
Formaci	(7, 1) 
sica	(7, 1) 
Ciclo	(7, 2) 
Formativo	(7, 2) 
Grado	(7, 2) 
Medio	(7, 1) 
CFGM	(7, 1) 
studying	(7, 2)  (10, 1) 
CFGS	(7, 1) 
knowledge	(7, 1)  (8, 2) 
olds	(7, 1) 
elaborated	(7, 1) 
ethics	(7, 1)  (10, 1) 
teaching	(7, 1) 
evangelical	(7, 1) 
Centre	(7, 1) 
Sociological	(7, 1) 
identify	(7, 3) 
hardly	(7, 1) 
Sunday	(7, 1) 
Recent	(7, 1) 
polls	(7, 1) 
surveys	(7, 1)  (10, 1) 
suggest	(7, 2)  (10, 1) 
irreligious	(7, 1)  (8, 1) 
enshrines	(7, 1) 
secularism	(7, 1)  (8, 1) 
cooperate	(7, 1) 
Popes	(7, 1)  (8, 1) 
Damasus	(7, 1) 
Calixtus	(7, 1) 
Alexander	(7, 1) 
mysticism	(7, 1) 
resource	(7, 1) 
Protestantism	(7, 1)  (8, 1) 
Carmelites	(7, 1) 
vila	(7, 1) 
nun	(7, 1) 
priest	(7, 1) 
Doctors	(7, 1) 
Society	(7, 2)  (8, 3) 
Jesus	(7, 2) 
Ignatius	(7, 1) 
Loyola	(7, 1) 
Spiritual	(7, 1) 
Exercises	(7, 1) 
founder	(7, 1) 
Xavier	(7, 1) 
missionary	(7, 1) 
Jesuits	(7, 1) 
Arrupe	(7, 1) 
Ellacur	(7, 1) 
Theology	(7, 1) 
Christ	(7, 1) 
Latter	(7, 1) 
Saints	(7, 1)  (8, 1) 
adherents	(7, 1) 
133	(7, 1)  (10, 1) 
congregations	(7, 1) 
temple	(7, 1) 
Moratalaz	(7, 1) 
Communities	(7, 1) 
background	(7, 1) 
Maghreb	(7, 2) 
879	(7, 1) 
Sikhs	(7, 1) 
Hindus	(7, 1) 
bolstered	(7, 1) 
practically	(7, 1) 
existent	(7, 1) 
Approximately	(7, 1) 
thought	(7, 3)  (8, 2)  (10, 2) 
165	(7, 1) 
pogroms	(7, 2) 
upwards	(7, 1) 
Descendants	(7, 1) 
Sephardic	(7, 1) 
shaped	(7, 1)  (8, 1) 
invaders	(7, 1)  (8, 2) 
globalised	(7, 1) 
absorbing	(7, 1) 
Monte	(7, 1) 
Perdido	(7, 1) 
Prehistoric	(7, 1) 
Art	(7, 2) 
Siega	(7, 1) 
Mercury	(7, 1) 
Slovenia	(7, 1) 
Primeval	(7, 1) 
Beech	(7, 1) 
Forests	(7, 1) 
Intangible	(7, 1)  (10, 1) 
treasures	(7, 1) 
snippets	(7, 1) 
Mozarabic	(7, 1) 
refrains	(7, 1) 
sprinkled	(7, 1) 
Glosas	(7, 1) 
Emilianenses	(7, 1) 
Medieval	(7, 2)  (8, 1) 
vernaculars	(7, 1) 
scholarship	(7, 1) 
lyric	(7, 1) 
lyrical	(7, 1) 
Occitan	(7, 1) 
Catalanised	(7, 1) 
Cantar	(7, 1) 
Mio	(7, 1) 
Cid	(7, 1) 
Tirant	(7, 1) 
lo	(7, 1) 
Blanch	(7, 1) 
Good	(7, 1) 
Love	(7, 1) 
Coplas	(7, 1) 
muerte	(7, 1) 
su	(7, 1) 
padre	(7, 1) 
Genres	(7, 1) 
Mester	(7, 2) 
Juglar	(7, 1) 
Clerec	(7, 1) 
Promoted	(7, 1) 
progressively	(7, 1) 
underpinning	(7, 1) 
prestige	(7, 1)  (8, 1)  (10, 1) 
eclipsing	(7, 1) 
Famous	(7, 1) 
Celestina	(7, 1) 
Lazarillo	(7, 1) 
Tormes	(7, 1) 
Quijote	(7, 1) 
Cervantes	(7, 2) 
Quevedo	(7, 1) 
Lope	(7, 1) 
Vega	(7, 1) 
Tirso	(7, 1) 
Morat	(7, 2) 
Feij	(7, 1) 
Gaspar	(7, 1) 
Melchor	(7, 1) 
Jovellanos	(7, 1) 
Baby	(7, 1) 
Romantic	(7, 2) 
classicism	(7, 1) 
heyday	(7, 1) 
waning	(7, 2) 
broader	(7, 1) 
encompassing	(7, 1)  (8, 1) 
depictions	(7, 1) 
romanticised	(7, 1) 
stylised	(7, 1) 
presentations	(7, 1) 
realist	(7, 1)  (10, 1) 
Gald	(7, 1) 
resurgence	(7, 1) 
Romanticism	(7, 1) 
Renaixen	(7, 1) 
Rexurdimento	(7, 1) 
Rarely	(7, 1) 
fostering	(7, 1) 
wait	(7, 1) 
loose	(7, 1) 
Premio	(7, 1) 
Planeta	(7, 1) 
Novela	(7, 1) 
Philosophy	(7, 1) 
construct	(7, 1) 
pertaining	(7, 1) 
approached	(7, 1)  (8, 1) 
academia	(7, 1) 
diachronically	(7, 1) 
tracing	(7, 1) 
Lucan	(7, 1) 
pinpointing	(7, 1) 
simply	(7, 1) 
crux	(7, 1) 
pitted	(7, 1) 
likes	(7, 1) 
Marcelino	(7, 1) 
Pelayo	(7, 1) 
architect	(7, 1) 
myth	(7, 1) 
Krausism	(7, 1) 
Artists	(7, 1) 
artistic	(7, 1) 
generational	(7, 1) 
Greco	(7, 2)  (8, 1) 
evident	(7, 1) 
Neoclassical	(7, 1) 
autochthonous	(7, 1) 
Romanesque	(7, 3) 
Herrerian	(7, 1) 
Isabelline	(7, 1) 
Murillo	(7, 1) 
Zurbar	(7, 1) 
Vel	(7, 1) 
zquez	(7, 1) 
portraits	(7, 1) 
Meninas	(7, 1) 
Hilanderas	(7, 1) 
painted	(7, 1) 
absolutists	(7, 1) 
Sorolla	(7, 1) 
impressionist	(7, 1) 
modernism	(7, 1) 
Picasso	(7, 1) 
Salvador	(7, 1) 
Dal	(7, 1) 
Gris	(7, 1) 
Mir	(7, 1) 
Sculpture	(7, 1) 
Plateresque	(7, 1) 
stylistic	(7, 1) 
pervaded	(7, 1) 
Alonso	(7, 2) 
Berruguete	(7, 1) 
sculpture	(7, 1) 
stalls	(7, 1) 
choir	(7, 1) 
tomb	(7, 1) 
Tavera	(7, 1) 
altarpiece	(7, 1) 
Visitation	(7, 1) 
rsula	(7, 1) 
locality	(7, 1) 
Ord	(7, 1) 
Silo	(7, 1) 
Juni	(7, 1) 
Dami	(7, 1) 
Forment	(7, 1) 
Monta	(7, 1) 
belonged	(7, 2) 
Crucifix	(7, 1) 
Vergara	(7, 1) 
Cano	(7, 1) 
Virgin	(7, 1) 
Rosary	(7, 1) 
Andalusian	(7, 2) 
Mena	(7, 1) 
Rold	(7, 2) 
Luisa	(7, 1) 
Mesa	(7, 1) 
Duque	(7, 1) 
Cornejo	(7, 1) 
Gargallo	(7, 1) 
Chillida	(7, 1) 
Serrano	(7, 1) 
cinematographer	(7, 1) 
hub	(7, 2) 
eve	(7, 1)  (10, 1) 
silent	(7, 1) 
studios	(7, 1) 
sound	(7, 1) 
imposition	(7, 1) 
dubbing	(7, 1) 
1941	(7, 1)  (8, 2)  (9, 4)  (10, 1) 
accustomed	(7, 1) 
audiences	(7, 1) 
Oscars	(7, 1) 
Labyrinth	(7, 1) 
Volver	(7, 1) 
exploitation	(7, 1) 
Fantaterror	(7, 1) 
cine	(7, 1) 
quinqui	(7, 1) 
destape	(7, 1) 
festivals	(7, 7) 
initiatives	(7, 1) 
Architecture	(7, 1) 
gypsum	(7, 2) 
deposits	(7, 1) 
Fine	(7, 1) 
Islamicate	(7, 1) 
Similarly	(7, 1) 
stucco	(7, 1) 
decoration	(7, 1) 
stylemark	(7, 1) 
Simultaneously	(7, 1) 
mainstream	(7, 1) 
streams	(7, 1) 
Mud	(7, 1) 
jar	(7, 1) 
arena	(7, 1) 
modernisme	(7, 1) 
architects	(7, 2) 
Gaud	(7, 1) 
GATEPAC	(7, 1) 
Moneo	(7, 1) 
Calatrava	(7, 1) 
Bofill	(7, 1) 
synonymous	(7, 1) 
flamenco	(7, 1) 
abound	(7, 1) 
metal	(7, 1) 
Alb	(7, 1) 
niz	(7, 1) 
Falla	(7, 1) 
Granados	(7, 1) 
performers	(7, 1) 
Pl	(7, 1) 
cido	(7, 1) 
Carreras	(7, 1) 
Montserrat	(7, 1) 
Caball	(7, 1) 
Alicia	(7, 1) 
Larrocha	(7, 1) 
Kraus	(7, 1) 
Casals	(7, 1) 
Iturbi	(7, 1) 
Sarasate	(7, 1) 
Savall	(7, 1) 
Berganza	(7, 1) 
forty	(7, 1)  (8, 1)  (10, 1) 
Orquestra	(7, 1) 
Simf	(7, 1) 
Orquesta	(7, 2) 
Sinf	(7, 1) 
houses	(7, 1) 
Teatre	(7, 1) 
Liceu	(7, 1) 
Arriaga	(7, 1) 
Palau	(7, 1) 
les	(7, 1) 
Arts	(7, 1) 
Reina	(7, 1) 
Sof	(7, 1) 
travel	(7, 1)  (10, 1) 
nar	(7, 1) 
acts	(7, 2)  (10, 2) 
Benic	(7, 1) 
ssim	(7, 1) 
tends	(7, 1) 
reflect	(7, 1) 
tastes	(7, 1) 
festival	(7, 2) 
instrument	(7, 1) 
guitar	(7, 1) 
Typical	(7, 1) 
bag	(7, 1) 
pipers	(7, 1) 
gaiteros	(7, 1) 
stem	(7, 1) 
surround	(7, 1) 
reflects	(7, 1)  (8, 1) 
easily	(7, 1) 
pesca	(7, 1) 
frito	(7, 1) 
fish	(7, 2)  (8, 2) 
soups	(7, 2) 
gazpacho	(7, 1) 
paella	(7, 1) 
arr	(7, 1) 
negre	(7, 1) 
thick	(7, 1) 
bread	(7, 1) 
garlic	(7, 1) 
soup	(7, 1) 
stews	(7, 2) 
cocido	(7, 1) 
madrile	(7, 1) 
Food	(7, 1) 
conserved	(7, 1) 
salting	(7, 1) 
ham	(7, 2) 
immersed	(7, 1) 
Manchego	(7, 1) 
cheese	(7, 1) 
Asturian	(7, 1) 
vegetable	(7, 1) 
caldo	(7, 1) 
gallego	(7, 1) 
marmitako	(7, 1) 
lightly	(7, 1) 
cured	(7, 1) 
lac	(7, 1) 
rely	(7, 1) 
cod	(7, 1) 
albacore	(7, 1) 
anchovy	(7, 1) 
octopus	(7, 1) 
polbo	(7, 1) 
feira	(7, 1) 
shellfish	(7, 1) 
CF	(7, 1) 
1964	(7, 1)  (8, 1) 
cycling	(7, 1) 
handball	(7, 1) 
futsal	(7, 1) 
motorcycling	(7, 1) 
lately	(7, 1) 
boast	(7, 1) 
powerhouse	(7, 1) 
stimulated	(7, 1) 
golf	(7, 1) 
skiing	(7, 1) 
pelota	(7, 1) 
pilota	(7, 1) 
holidays	(7, 3) 
mix	(7, 1) 
observances	(7, 1) 
Each	(7, 1) 
Fiesta	(7, 1) 
anniversary	(7, 1) 
commemorate	(7, 1) 
Our	(7, 1) 
Lady	(7, 1) 
Pillar	(7, 1) 
feast	(7, 1) 
patroness	(7, 1) 
festivities	(7, 1) 
Ferm	(7, 1) 
Pamplona	(7, 1) 
encierro	(7, 1) 
bulls	(7, 1) 
happens	(7, 1) 
00	(7, 1) 
plot	(7, 1) 
Rises	(7, 1) 
Ernest	(7, 1) 
Hemingway	(7, 1) 
fiestas	(7, 1) 
attending	(7, 1) 
Tomatina	(7, 1) 
tomato	(7, 1) 
Bu	(7, 1) 
ol	(7, 1) 
carnivals	(7, 1) 
Falles	(7, 1) 
Topographical	(7, 1) 
Gates	(7, 1) 
Ulcer	(7, 1) 
Da	(7, 1) 
Capo	(7, 1) 
Press	(7, 3)  (8, 3)  (9, 1) 
306	(7, 1) 
81083	(7, 1) 
PDF	(7, 1) 
Agencia	(7, 1) 
Estatal	(7, 1) 
Bolet	(7, 1) 
Oficial	(7, 1) 
Retrieved	(7, 1)  (9, 1) 
Carr	(7, 1) 
Raymond	(7, 1) 
Callaghan	(7, 1) 
Cornell	(7, 1) 
FuturesGovernmentE	(7, 1) 
portal	(7, 2) 
SpainMaps	(7, 1) 
OpenStreetMapTourismOfficial	(7, 1) 
conventionally	(8, 1) 
weight	(8, 1) 
subcontinent	(8, 2) 
Comprising	(8, 1) 
peninsulas	(8, 1) 
Afro	(8, 1) 
Arctic	(8, 6) 
watershed	(8, 2) 
Ural	(8, 13) 
Caspian	(8, 6) 
Caucasus	(8, 11) 
Turkish	(8, 8) 
Straits	(8, 3) 
smallest	(8, 2) 
Politically	(8, 1) 
spanning	(8, 1)  (9, 1) 
745	(8, 1) 
temper	(8, 1) 
civilisation	(8, 6) 
lineage	(8, 1) 
476	(8, 2) 
AD	(8, 1)  (10, 1) 
Migration	(8, 2) 
colonised	(8, 1) 
Industrial	(8, 4) 
dominance	(8, 1) 
prominence	(8, 1) 
Iron	(8, 6) 
Curtain	(8, 3) 
Warsaw	(8, 3) 
Wall	(8, 4) 
Dissolution	(8, 1) 
idea	(8, 3)  (10, 1) 
unifying	(8, 2) 
confederation	(8, 1) 
eastward	(8, 1) 
Schengen	(8, 2) 
Area	(8, 3)  (9, 1) 
abolishes	(8, 1) 
favouring	(8, 1) 
Name	(8, 1) 
Eur	(8, 5) 
princess	(8, 1) 
eur	(8, 1) 
ps	(8, 1) 
gen	(8, 1) 
countenance	(8, 1) 
hence	(8, 2)  (10, 1) 
composite	(8, 1) 
gazing	(8, 1) 
aspect	(8, 1)  (10, 1) 
Broad	(8, 1) 
epithet	(8, 1) 
herself	(8, 1) 
reconstructed	(8, 1) 
Proto	(8, 1)  (10, 1) 
Beekes	(8, 3) 
explaining	(8, 1)  (10, 1) 
eurus	(8, 1) 
yield	(8, 1) 
toponym	(8, 1) 
toponyms	(8, 1) 
localities	(8, 1) 
Europos	(8, 1) 
Macedonia	(8, 1) 
connect	(8, 1) 
Semitic	(8, 4) 
Akkadian	(8, 1) 
erebu	(8, 1) 
ereb	(8, 1) 
maghreb	(8, 1) 
ma	(8, 1) 
arav	(8, 1) 
Litchfield	(8, 1) 
phonologically	(8, 1) 
connection	(8, 2)  (9, 1) 
improbable	(8, 1) 
uzh	(8, 1) 
abbreviation	(8, 1) 
transliterated	(8, 1) 
ulu	(8, 1) 
b	(8, 1) 
Reng	(8, 1) 
katakana	(8, 1) 
Y	(8, 1) 
roppa	(8, 1) 
Frangistan	(8, 1) 
casually	(8, 1) 
referring	(8, 1) 
Avrupa	(8, 1) 
Evropa	(8, 1) 
Definition	(8, 1)  (10, 1) 
Contemporary	(8, 1) 
nearest	(8, 1) 
Greenland	(8, 2) 
assigned	(8, 1) 
exceptions	(8, 1)  (10, 1) 
sociopolitical	(8, 1) 
closest	(8, 2) 
Anatolia	(8, 3) 
Minor	(8, 2) 
Malta	(8, 4) 
Continental	(8, 1) 
exclusively	(8, 1) 
Prior	(8, 1) 
adoption	(8, 3) 
divides	(8, 2) 
redefined	(8, 1) 
conception	(8, 1) 
antiquity	(8, 5) 
straits	(8, 2) 
extend	(8, 2) 
inclusion	(8, 1) 
Cartographer	(8, 1) 
Herman	(8, 2) 
Moll	(8, 2) 
1715	(8, 2) 
Irtysh	(8, 3) 
draining	(8, 1) 
Ob	(8, 4) 
adheres	(8, 1) 
arbitrary	(8, 1) 
inconsistent	(8, 1) 
continents	(8, 12) 
dividing	(8, 1) 
follow	(8, 2)  (10, 2) 
Turkey	(8, 2) 
properly	(8, 1) 
intercontinental	(8, 1) 
pockets	(8, 2) 
Azerbaijan	(8, 2) 
Homeric	(8, 1) 
Hymn	(8, 1) 
Delian	(8, 1) 
Apollo	(8, 1) 
Aegean	(8, 1) 
6th	(8, 1)  (9, 4) 
Anaximander	(8, 2) 
Hecataeus	(8, 1) 
Phasis	(8, 3) 
Rioni	(8, 1) 
Herodotus	(8, 3) 
Libya	(8, 1) 
Nile	(8, 1) 
forming	(8, 1)  (9, 1) 
geographer	(8, 1) 
Jubilees	(8, 1) 
Noah	(8, 1) 
sons	(8, 1) 
Pillars	(8, 1) 
Hercules	(8, 1) 
separating	(8, 2) 
surviving	(8, 2)  (10, 1) 
Posidonius	(8, 1) 
Ptolemy	(8, 2) 
Tanais	(8, 2) 
attach	(8, 1) 
associate	(8, 1) 
coalesced	(8, 1) 
signifying	(8, 1) 
Byzantium	(8, 3) 
Isles	(8, 2) 
Alpine	(8, 2) 
legacies	(8, 1) 
letters	(8, 1) 
Charlemagne	(8, 2) 
Alcuin	(8, 1) 
considerations	(8, 2) 
relating	(8, 1) 
Ottoman	(8, 12) 
Such	(8, 2)  (10, 1) 
questions	(8, 1) 
connotations	(8, 1) 
grouping	(8, 1) 
arises	(8, 1) 
Muscovy	(8, 1) 
Kerch	(8, 1) 
Azov	(8, 1) 
tended	(8, 1) 
differ	(8, 2) 
bend	(8, 1) 
Kalach	(8, 2) 
Donu	(8, 1) 
Volga	(8, 8) 
detail	(8, 1)  (9, 1) 
geographers	(8, 5) 
tributary	(8, 1) 
1721	(8, 1) 
easier	(8, 1) 
read	(8, 1) 
demarcation	(8, 1) 
1725	(8, 1) 
von	(8, 1)  (10, 1) 
Strahlenberg	(8, 2) 
Samara	(8, 2) 
Bend	(8, 1) 
Obshchy	(8, 1) 
Syrt	(8, 1) 
drainage	(8, 1) 
waterway	(8, 1) 
alternatives	(8, 1) 
Accordingly	(8, 1) 
parallel	(8, 2) 
endorsed	(8, 1) 
Voltaire	(8, 1) 
1760	(8, 2) 
Peter	(8, 3)  (10, 1) 
ignored	(8, 1) 
Scandinavia	(8, 7) 
analytical	(8, 1) 
Halford	(8, 1) 
Mackinder	(8, 1) 
mapmakers	(8, 2) 
1745	(8, 1) 
atlas	(8, 2) 
Serafimovich	(8, 1) 
Arkhangelsk	(8, 1) 
Cary	(8, 1) 
Kuma	(8, 5) 
Manych	(8, 5) 
circa	(8, 1) 
1773	(8, 1) 
naturalist	(8, 1) 
Pallas	(8, 1) 
conventions	(8, 1) 
abandoning	(8, 1) 
treated	(8, 1) 
Douglas	(8, 1)  (9, 2) 
Freshfield	(8, 1) 
advocating	(8, 1)  (10, 1) 
crest	(8, 2) 
1906	(8, 1) 
Geographical	(8, 1) 
Baydaratskaya	(8, 1) 
Kara	(8, 1) 
Mugodzhar	(8, 1) 
Hills	(8, 1) 
Emba	(8, 1) 
Urals	(8, 1) 
residue	(8, 1) 
Eurocentrism	(8, 1) 
Pleistocene	(8, 1) 
phases	(8, 1) 
glacials	(8, 1) 
Quaternary	(8, 2) 
sheets	(8, 1) 
intervals	(8, 1) 
glacial	(8, 2) 
interglacials	(8, 1) 
interglacial	(8, 1) 
Holocene	(8, 1) 
georgicus	(8, 1) 
hominin	(8, 2) 
Neanderthal	(8, 1) 
Neandertal	(8, 1) 
115	(8, 1) 
fossil	(8, 1) 
refuge	(8, 1) 
Neanderthals	(8, 1) 
Magnons	(8, 1) 
Riparo	(8, 1) 
Mochi	(8, 1) 
Geissenkl	(8, 1) 
sterle	(8, 1) 
Isturitz	(8, 1) 
raising	(8, 2)  (9, 4) 
7000	(8, 1) 
Balkans	(8, 7) 
Near	(8, 1) 
Danube	(8, 1) 
Linear	(8, 1) 
Pottery	(8, 1) 
Cardial	(8, 1) 
4500	(8, 1) 
3000	(8, 1) 
neolithic	(8, 1) 
transmitting	(8, 1) 
artifacts	(8, 1) 
causewayed	(8, 1) 
enclosures	(8, 1) 
mounds	(8, 1) 
megalithic	(8, 2) 
tombs	(8, 1) 
Corded	(8, 1) 
Ware	(8, 1) 
horizon	(8, 1) 
Chalcolithic	(8, 1) 
giant	(8, 1) 
Megalithic	(8, 1) 
Temples	(8, 1) 
Stonehenge	(8, 1) 
lineages	(8, 1) 
hunter	(8, 1) 
derivative	(8, 1) 
migrated	(8, 1) 
Yamnaya	(8, 1) 
pastoralists	(8, 1) 
migrations	(8, 3) 
3200	(8, 1) 
Minoan	(8, 1) 
Crete	(8, 3) 
Minoans	(8, 1) 
Myceneans	(8, 1) 
suddenly	(8, 1) 
1200	(8, 1) 
ushering	(8, 1) 
776	(8, 1) 
rationalist	(8, 1)  (10, 6) 
polis	(8, 1) 
unit	(8, 1)  (9, 10) 
508	(8, 1)  (10, 1) 
Cleisthenes	(8, 1) 
rediscovered	(8, 1) 
rationalism	(8, 1) 
Aristotle	(8, 1) 
Socrates	(8, 1) 
Plato	(8, 1) 
Thucydides	(8, 1) 
dramatic	(8, 1)  (10, 1) 
verse	(8, 1) 
poems	(8, 1) 
Homer	(8, 1) 
Sophocles	(8, 1) 
Euripides	(8, 1) 
Hippocrates	(8, 1) 
Galen	(8, 1) 
Pythagoras	(8, 1) 
Euclid	(8, 1) 
Archimedes	(8, 1) 
check	(8, 1) 
Achaemenid	(8, 1) 
moment	(8, 2) 
seminal	(8, 1) 
Britannia	(8, 1) 
Expanding	(8, 1) 
Augustus	(8, 1) 
pax	(8, 1) 
romana	(8, 1) 
Antoninus	(8, 1) 
Pius	(8, 1) 
Aurelius	(8, 1) 
Pictish	(8, 1) 
Scottish	(8, 3) 
Constantine	(8, 2) 
permanently	(8, 1)  (10, 1) 
Istanbul	(8, 3) 
Constantinople	(8, 7) 
330	(8, 1) 
380	(8, 1) 
391	(8, 1) 
392	(8, 1) 
pagan	(8, 2) 
alternatively	(8, 1) 
Platonic	(8, 1) 
529	(8, 1) 
arising	(8, 1) 
Migrations	(8, 1) 
Ostrogoths	(8, 1) 
Huns	(8, 1) 
Angles	(8, 1) 
Saxons	(8, 1) 
Slavs	(8, 1) 
Avars	(8, 1) 
Bulgars	(8, 1) 
Vikings	(8, 1) 
Pechenegs	(8, 3) 
Cumans	(8, 2) 
Magyars	(8, 1) 
thinkers	(8, 1) 
Petrarch	(8, 1) 
Dark	(8, 2) 
Isolated	(8, 1) 
monastic	(8, 2) 
safeguard	(8, 2) 
compile	(8, 1) 
accumulated	(8, 1)  (10, 1) 
survive	(8, 1) 
preserved	(8, 1) 
predominantly	(8, 1) 
Justinian	(8, 1) 
Hagia	(8, 1) 
Sophia	(8, 1) 
Sasanid	(8, 1) 
Persians	(8, 1) 
protracted	(8, 1) 
frequent	(8, 2) 
Sasanian	(8, 1) 
Arabs	(8, 1) 
inroads	(8, 2) 
Persia	(8, 1) 
penetrated	(8, 1) 
717	(8, 1) 
Umayyads	(8, 1) 
Martel	(8, 1) 
Poitiers	(8, 1) 
732	(8, 1) 
northward	(8, 1) 
scarcely	(8, 1)  (10, 1) 
reconquest	(8, 1) 
Moors	(8, 1) 
focussed	(8, 1) 
Alfonsos	(8, 1) 
Sanchos	(8, 1) 
Ordo	(8, 1) 
Ramiros	(8, 1) 
Fernandos	(8, 1) 
Bermudos	(8, 1) 
Slav	(8, 1) 
domains	(8, 2) 
Clovis	(8, 1) 
anointed	(8, 1) 
962	(8, 1) 
Slavic	(8, 10) 
Moravia	(8, 2) 
Svatopluk	(8, 1) 
Francia	(8, 1) 
Serbian	(8, 2) 
Principality	(8, 1) 
Kievan	(8, 1) 
Rus	(8, 2) 
Kiev	(8, 1) 
988	(8, 1) 
Vladimir	(8, 1)  (10, 1) 
Bulgaria	(8, 2) 
1250	(8, 1) 
safety	(8, 1)  (10, 1) 
Baltic	(8, 7) 
Republics	(8, 1) 
echelons	(8, 1) 
clergy	(8, 2) 
